SUB_QUADRO,SEQ,V9001,V5302,V53021,V5304,V5307,V53011,V53061,id,nova
1,1,5300601,6,,,1,6121,1201,1.1000964E13,0
1,1,5300301,3,,1,1,8331,49030,1.1000964E13,1
2,1,5300601,6,,,1,,,1.1000964E13,1
1,1,5300601,6,,,1,6221,3002,1.1000964E13,1
1,1,5300601,6,,,1,6221,3002,1.1000964E13,0
2,1,5300601,6,,,1,,,1.1000964E13,1
1,1,5300601,6,,,1,6121,1201,1.1000964E13,0
1,1,5300601,6,,,1,5211,1201,1.1000964E13,0
1,1,5300601,6,,,1,6121,1201,1.1000964E13,0
1,1,5300601,6,,,1,6121,1201,1.1000964E13,0
1,1,5300601,6,,,1,6121,1201,1.1000964E13,0
1,1,5300601,6,,,1,9212,1201,1.1000964E13,0
1,1,5300301,3,,2,1,9211,1113,1.1000964E13,0
1,1,5300601,6,,,1,6111,1113,1.1000964E13,0
1,1,5300401,4,,,1,5419,84012,1.1000202E13,0
1,1,5300101,1,,1,1,9111,97000,1.1000202E13,0
1,1,5300401,4,,,1,5413,84016,1.1000202E13,0
1,1,5300301,3,,2,1,8321,56011,1.1000202E13,0
1,1,5300301,3,,2,1,5120,56011,1.1000202E13,0
1,1,5300301,3,,1,1,8332,49040,1.1000202E13,0
1,1,5300301,3,,1,1,5230,48080,1.1000202E13,0
1,1,5300101,1,,2,1,9111,97000,1.1002019E13,0
1,1,5300301,3,,1,1,4110,64000,1.1002019E13,0
1,1,5300601,6,,,1,6111,1113,1.1002019E13,0
1,1,5300401,4,,,1,3253,84013,1.1002019E13,0
1,1,5300601,6,,,1,6111,1113,1.1002019E13,0
1,1,5300601,6,,,1,6111,1113,1.1002019E13,0
1,1,5300301,3,,2,1,6111,1113,1.1002019E13,0
1,1,5300101,1,,1,1,9111,97000,1.1002019E13,0
1,1,5300301,3,,1,1,6112,1110,1.1002019E13,0
1,1,5300401,4,,,1,5153,85013,1.1002019E13,1
1,1,5300301,3,,1,1,1219,48050,1.1002019E13,0
1,1,5300701,7,1,,,7234,95030,1.1002019E13,0
2,1,5300501,5,,,1,,,1.1002019E13,1
1,1,5300301,3,,1,1,5245,48060,1.1002019E13,0
1,1,5300301,3,,2,1,9313,41000,1.1002019E13,0
1,1,5300301,3,,2,1,3431,74000,1.1002019E13,0
1,1,5300601,6,,,1,8322,49040,1.1002019E13,0
1,1,5300501,5,,,1,5221,48030,1.1002019E13,0
1,1,5300601,6,,,1,6111,1113,1.1002019E13,0
1,1,5300101,1,,1,1,9111,97000,1.1002019E13,0
1,1,5300401,4,,,1,5120,85012,1.1002019E13,0
1,1,5300601,6,,,1,6111,1113,1.1002019E13,1
2,1,5300601,6,,,1,,,1.1002019E13,1
1,1,5300301,3,,2,1,1211,49040,1.100198E13,0
1,1,5300501,5,,,1,7231,45020,1.100198E13,0
1,1,5300401,4,,,1,2351,84012,1.100198E13,1
2,1,5300601,6,,,1,,,1.100198E13,1
1,1,5300501,5,,,1,2411,69000,1.100198E13,0
1,1,5300401,4,,,1,4110,84012,1.100198E13,0
1,1,5300401,4,,,1,2341,85012,1.100198E13,1
2,1,5300601,6,,,1,,,1.100198E13,1
1,1,5300101,1,,2,1,9111,97000,1.100198E13,0
1,1,5300401,4,,,1,5153,85013,1.100198E13,0
1,1,5300601,6,,,1,6121,1201,1.1001789E13,0
1,1,5300301,3,,2,1,9211,1113,1.1001789E13,1
2,1,5300301,3,,2,1,,,1.1001789E13,1
1,1,5300301,3,,2,1,6111,1113,1.1001789E13,1
2,1,5300301,3,,2,1,,,1.1001789E13,1
1,1,5300601,6,,,1,6121,1201,1.1001789E13,1
2,1,5300301,3,,2,1,,,1.1001789E13,1
1,1,5300501,5,,,1,6121,1201,1.1001789E13,0
1,1,5300301,3,,1,1,8332,48030,1.1001789E13,1
2,1,5300701,7,9,,,,,1.1001789E13,1
1,1,5300301,3,,2,1,9211,1113,1.1001789E13,0
1,1,5300301,3,,2,1,9211,1113,1.1001789E13,0
1,1,5300601,6,,,1,6121,1201,1.1001789E13,1
1,1,5300401,4,,,1,4120,85013,1.1001789E13,0
2,1,5300601,6,,,1,,,1.1001789E13,1
1,1,5300601,6,,,1,6121,1201,1.1001789E13,0
1,1,5300601,6,,,1,6121,1201,1.1001789E13,1
2,1,5300501,5,,,1,,,1.1001789E13,1
1,1,5300301,3,,1,1,6121,1201,1.1001789E13,0
1,1,5300601,6,,,1,6121,1201,1.1001789E13,0
1,1,5300301,3,,2,1,9211,1107,1.1001789E13,1
2,1,5300701,7,1,,,,,1.1001789E13,1
1,1,5300601,6,,,1,5141,96020,1.1001789E13,0
1,1,5300301,3,,2,1,6111,1201,1.1001789E13,0
1,1,5300601,6,,,1,6121,1402,1.1000728E13,1
1,1,5300401,4,,1,1,3253,86002,1.1000728E13,0
2,1,5300301,3,,2,1,,,1.1000728E13,1
1,1,5300501,5,,,1,6111,1114,1.1000728E13,0
1,1,5300601,6,,,1,6121,1201,1.1000728E13,1
1,1,5300301,3,,1,1,3343,86002,1.1000728E13,0
2,1,5300601,6,,,1,,,1.1000728E13,1
1,1,5300601,6,,,1,6121,1201,1.1000728E13,0
1,1,5300601,6,,,1,6121,1201,1.1000728E13,0
1,1,5300501,5,,,1,6121,1201,1.1000728E13,0
1,1,5300601,6,,,1,8160,10091,1.1000728E13,1
1,1,5300101,1,,2,1,5120,97000,1.1000728E13,0
1,1,5300601,6,,,2,5211,48030,1.1000728E13,0
2,1,5300601,6,,,1,,,1.1000728E13,1
1,1,5300601,6,,,1,6121,1201,1.1000728E13,0
1,1,5300301,3,,2,1,8332,25001,1.1000728E13,1
1,1,5300301,3,,2,2,3322,48071,1.1000728E13,0
2,1,5300301,3,,2,1,,,1.1000728E13,1
1,1,5300301,3,,1,1,9111,1201,1.1000728E13,0
1,1,5300601,6,,,1,5211,1205,1.1000728E13,0
1,1,5300601,6,,,1,5243,48071,1.1000728E13,0
1,1,5300301,3,,2,1,6121,1201,1.1000728E13,0
1,1,5300101,1,,1,1,9111,97000,1.1000728E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000728E13,0
1,1,5300601,6,,,1,6121,1201,1.1000728E13,1
1,1,5300301,3,,1,1,8332,8001,1.1000728E13,0
1,1,5300101,1,,1,1,9111,97000,1.1000728E13,1
2,1,5300301,3,,2,1,,,1.1000728E13,1
2,1,5300601,6,,,1,,,1.1000728E13,1
1,1,5300601,6,,,1,6111,1114,1.1000728E13,0
1,1,5300601,6,,,1,6111,1114,1.1000728E13,0
1,1,5300601,6,,,1,7231,45020,1.1000728E13,0
1,1,5300601,6,,,1,2611,69000,1.1000728E13,1
2,1,5300701,7,1,,,,,1.1000728E13,1
1,1,5300301,3,,2,1,9213,1999,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,0
1,1,5300601,6,,,1,8341,1401,1.1000714E13,0
1,1,5300501,5,,,1,6221,3002,1.1000714E13,2
1,1,5300601,6,,,3,5249,48030,1.1000714E13,1
2,1,5300601,6,,,1,,,1.1000714E13,2
2,2,5300601,6,,,1,,,1.1000714E13,2
2,1,5300601,6,,,1,,,1.1000714E13,1
1,1,5300601,6,,,1,5243,48042,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,0
1,1,5300601,6,,,2,9212,1201,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,1
2,1,5300301,3,,2,1,,,1.1000714E13,1
1,1,5300601,6,,,1,6121,1201,1.1000714E13,0
1,1,5300701,7,1,,,6121,1201,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,0
1,1,5300601,6,,,1,6121,1201,1.1000714E13,1
1,1,5300701,7,1,,,6121,1201,1.1000714E13,0
2,1,5300701,7,1,,,,,1.1000714E13,1
1,1,5300601,6,,,1,6121,1201,1.1000714E13,2
1,1,5300701,7,1,,,6121,1201,1.1000714E13,0
2,1,5300601,6,,,1,,,1.1000714E13,2
2,2,5300701,7,1,,,,,1.1000714E13,2
1,1,5300601,6,,,1,6121,1201,1.1000714E13,3
1,1,5300601,6,,,1,6111,1102,1.1000714E13,1
2,1,5300501,5,,,1,,,1.1000714E13,3
2,2,5300601,6,,,1,,,1.1000714E13,3
2,3,5300701,7,1,,,,,1.1000714E13,3
2,1,5300701,7,1,,,,,1.1000714E13,1
1,1,5300401,4,,,1,4110,84013,1.1001622E13,0
1,1,5300601,6,,,1,7412,95030,1.1001622E13,0
1,1,5300401,4,,,1,5153,85012,1.1001622E13,0
1,1,5300601,6,,,1,7112,41000,1.1001622E13,0
1,1,5300601,6,,,1,7531,14002,1.1001622E13,0
1,1,5300401,4,,,1,4110,84012,1.1001622E13,1
1,1,5300301,3,,1,1,9334,48080,1.1001622E13,0
2,1,5300601,6,,,1,,,1.1001622E13,1
1,1,5300501,5,,,1,5221,48041,1.1001622E13,0
1,1,5300701,7,1,,,1219,48041,1.1001622E13,0
1,1,5300501,5,,,1,5221,48073,1.1001622E13,0
1,1,5300701,7,1,,,4226,48073,1.1001622E13,0
1,1,5300301,3,,1,1,4110,64000,1.1001622E13,0
1,1,5300701,7,1,,,4226,48073,1.1001622E13,0
1,1,5300301,3,,2,1,5230,48073,1.1001622E13,0
1,1,5300701,7,1,,,5223,48073,1.1001622E13,0
1,1,5300601,6,,,1,2250,75000,1.1001622E13,0
1,1,5300301,3,,1,1,2433,48079,1.1001622E13,0
1,1,5300301,3,,1,1,4226,86002,1.1001622E13,0
1,1,5300301,3,,1,1,4110,86002,1.1001622E13,0
1,1,5300301,3,,1,1,4110,85014,1.1001622E13,1
2,1,5300301,3,,1,1,,,1.1001622E13,1
1,1,5300601,6,,,1,7112,41000,1.1001622E13,0
1,1,5300401,4,,,1,2422,84016,1.1000491E13,0
1,1,5300401,4,,,1,9112,84013,1.1000491E13,0
1,1,5300301,3,,1,1,5230,48090,1.1000491E13,0
1,1,5300301,3,,2,1,4110,45020,1.1000491E13,0
1,1,5300601,6,,,1,7112,41000,1.1000491E13,0
1,1,5300601,6,,,1,8332,49040,1.1000491E13,0
1,1,5300401,4,,,1,4110,85013,1.1000491E13,0
1,1,5300601,6,,,1,2636,94091,1.1000491E13,0
1,1,5300601,6,,,1,7533,13002,1.1000491E13,0
1,1,5300601,6,,,1,2636,94091,1.1000491E13,0
1,1,5300601,6,,,1,2636,94091,1.1000491E13,0
1,1,5300301,3,,1,1,4110,45020,1.1000491E13,0
1,1,5300301,3,,1,1,4211,64000,1.1000491E13,0
1,1,5300401,4,,,1,3253,86002,1.1000491E13,0
1,1,5300301,3,,1,1,5165,85029,1.1000491E13,0
1,1,5300301,3,,1,1,9334,48080,1.1000491E13,0
1,1,5300601,6,,,1,5212,48100,1.1001599E13,0
1,1,5300601,6,,,1,7112,41000,1.1001599E13,0
1,1,5300301,3,,2,1,9313,41000,1.1001599E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001599E13,1
1,1,5300601,6,,,1,7112,41000,1.1001599E13,0
1,1,5300301,3,,1,1,7212,49030,1.1001599E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001599E13,0
2,1,5300601,6,,,1,,,1.1001599E13,1
1,1,5300301,3,,1,1,9112,55000,1.1001599E13,0
1,1,5300301,3,,1,1,3343,96030,1.1001599E13,2
2,1,5300601,6,,,1,,,1.1001599E13,2
2,2,5300701,7,1,,,,,1.1001599E13,2
1,1,5300601,6,,,1,8321,49030,1.1001599E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001599E13,0
1,1,5300301,3,,1,1,9334,48030,1.1001599E13,0
1,1,5300401,4,,2,2,4110,84016,1.1001599E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001599E13,1
1,1,5300301,3,,1,2,4110,2000,1.1001599E13,0
2,1,5300601,6,,,1,,,1.1001599E13,1
1,1,5300601,6,,,1,7112,41000,1.1001599E13,0
1,1,5300601,6,,,1,5212,56012,1.1001599E13,0
1,1,5300301,3,,1,1,5246,56011,1.1001599E13,1
2,1,5300301,3,,1,1,,,1.1001599E13,1
1,1,5300301,3,,1,1,9333,49040,1.1001599E13,0
1,1,5300601,6,,,1,7231,45020,1.1000167E13,0
1,1,5300601,6,,,1,3313,94091,1.1000167E13,0
1,1,5300601,6,,,1,1114,94091,1.1000167E13,0
1,1,5300601,6,,,1,6112,1110,1.1000167E13,1
1,1,5300301,3,,1,1,5230,48080,1.1000167E13,0
1,1,5300601,6,,,1,6112,1110,1.1000167E13,0
2,1,5300601,6,,,1,,,1.1000167E13,1
1,1,5300601,6,,,1,7131,43000,1.1000167E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000167E13,2
2,1,5300301,3,,1,1,,,1.1000167E13,2
2,2,5300601,6,,,1,,,1.1000167E13,2
1,1,5300601,6,,,1,9313,41000,1.1000167E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000167E13,0
1,1,5300301,3,,2,1,5223,48042,1.1000167E13,0
1,1,5300301,3,,1,2,1321,10010,1.1000167E13,0
1,1,5300601,6,,,1,7411,43000,1.1000167E13,0
1,1,5300401,4,,,1,3256,84012,1.1002199E13,0
1,1,5300601,6,,,1,6121,1201,1.1002199E13,0
1,1,5300401,4,,,1,2341,85012,1.1002199E13,0
1,1,5300101,1,,2,1,9111,97000,1.1002199E13,0
1,1,5300101,1,,1,1,9111,97000,1.1002199E13,0
1,1,5300601,6,,,1,7112,41000,1.1000444E13,0
1,1,5300401,4,,1,1,4223,78000,1.1000444E13,0
1,1,5300301,3,,2,1,5131,56011,1.1000444E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000444E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000444E13,0
1,1,5300601,6,,,1,6121,1201,1.1000444E13,0
1,1,5300601,6,,,1,5249,68000,1.1000444E13,0
1,1,5300601,6,,,1,9212,1402,1.1000444E13,1
2,1,5300601,6,,,1,,,1.1000444E13,1
1,1,5300601,6,,,1,6111,1108,1.1000444E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000444E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000444E13,0
1,1,5300101,1,,2,2,5311,97000,1.1000444E13,1
2,1,5300101,1,,2,2,,,1.1000444E13,1
1,1,5300601,6,,,1,6111,1108,1.1000444E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000444E13,0
1,1,5300301,3,,1,1,6111,1119,1.1000444E13,0
1,1,5300601,6,,,1,7112,1119,1.1000444E13,0
1,1,5300601,6,,,1,9313,41000,1.1000444E13,0
1,1,5300301,3,,1,1,9111,1119,1.1000444E13,1
1,1,5300301,3,,1,1,9111,1119,1.1000444E13,1
2,1,5300601,6,,,1,,,1.1000444E13,1
2,1,5300301,3,,2,1,,,1.1000444E13,1
1,1,5300601,6,,,1,7131,43000,1.1002199E13,0
1,1,5300601,6,,,1,5243,48071,1.1002199E13,0
1,1,5300601,6,,,1,6112,1110,1.1002199E13,1
2,1,5300601,6,,,1,,,1.1002199E13,1
1,1,5300601,6,,,1,5243,48071,1.1002199E13,0
1,1,5300401,4,,,2,9211,84012,1.1002199E13,0
1,1,5300601,6,,,1,5221,48042,1.1002199E13,1
2,1,5300601,6,,,1,,,1.1002199E13,1
1,1,5300301,3,,2,1,4226,48030,1.1002199E13,0
1,1,5300601,6,,,1,9313,41000,1.1002199E13,0
1,1,5300601,6,,,1,6111,1109,1.1002199E13,0
1,1,5300701,7,1,,,6112,1109,1.1002199E13,0
1,1,5300601,6,,,1,7112,41000,1.1002199E13,1
2,1,5300101,1,,2,1,,,1.1002199E13,1
1,1,5300301,3,,1,1,4321,45030,1.1000962E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000962E13,0
1,1,5300301,3,,2,1,9329,56011,1.1000962E13,0
1,1,5300501,5,,,1,2421,64000,1.1001888E13,0
1,1,5300401,4,,,1,2261,86002,1.1001888E13,1
1,1,5300401,4,,,1,2261,86002,1.1001888E13,2
2,1,5300501,5,,,1,,,1.1001888E13,1
2,1,5300601,6,,,1,,,1.1001888E13,2
2,2,5300301,3,,1,1,,,1.1001888E13,2
1,1,5300401,4,,,1,2264,86001,1.1001888E13,1
1,1,5300401,4,,2,1,2511,84012,1.1001888E13,0
1,1,5300401,4,,2,1,3341,84012,1.1001888E13,0
2,1,5300601,6,,,1,,,1.1001888E13,1
1,1,5300401,4,,,2,2341,85012,1.1001888E13,0
1,1,5300601,6,,,1,7112,41000,1.1001888E13,0
1,1,5300301,3,,2,1,7422,95010,1.1001888E13,0
1,1,5300601,6,,,1,5131,56011,1.1001888E13,0
1,1,5300401,4,,1,1,7126,43000,1.1001888E13,0
1,1,5300601,6,,,1,9112,81011,1.1001888E13,2
1,1,5300601,6,,,1,5230,45020,1.1001888E13,0
1,1,5300601,6,,,1,5243,48042,1.1001888E13,1
2,1,5300601,6,,,1,,,1.1001888E13,2
2,2,5300601,6,,,1,,,1.1001888E13,2
2,1,5300301,3,,1,1,,,1.1001888E13,1
1,1,5300301,3,,1,1,2359,85029,1.1001888E13,0
1,1,5300301,3,,1,1,4110,69000,1.1001888E13,1
1,1,5300301,3,,1,1,4110,85029,1.1001888E13,0
2,1,5300601,6,,,1,,,1.1001888E13,1
1,1,5300301,3,,1,1,3321,65000,1.1001888E13,0
1,1,5300601,6,,,1,2611,69000,1.1001888E13,0
1,1,5300301,3,,1,1,9112,86001,1.1001517E13,0
1,1,5300601,6,,,1,5221,48030,1.1001517E13,0
1,1,5300601,6,,,1,5221,48030,1.1001517E13,0
1,1,5300601,6,,,1,7127,43000,1.1001517E13,0
1,1,5300301,3,,1,1,5230,48080,1.1001517E13,0
1,1,5300301,3,,1,1,9112,49040,1.1001517E13,0
1,1,5300601,6,,,1,7112,41000,1.1001517E13,0
1,1,5300601,6,,,1,5221,56011,1.1001517E13,0
1,1,5300601,6,,,1,5132,56011,1.1001517E13,1
2,1,5300601,6,,,1,,,1.1001517E13,1
1,1,5300601,6,,,1,5243,48071,1.1000215E13,0
1,1,5300301,3,,1,1,9334,48080,1.1000215E13,0
1,1,5300301,3,,1,2,5414,80000,1.1000215E13,0
1,1,5300101,1,,1,1,9111,97000,1.1000215E13,0
1,1,5300601,6,,,1,9313,41000,1.1000215E13,0
1,1,5300401,4,,,1,3353,84020,1.1000215E13,0
1,1,5300401,4,,,1,2619,84016,1.1000215E13,0
1,1,5300601,6,,,1,7512,10099,1.1000215E13,0
1,1,5300301,3,,1,1,5223,48042,1.1000215E13,1
2,1,5300301,3,,1,1,,,1.1000215E13,1
1,1,5300301,3,,1,1,9412,48080,1.1000215E13,0
1,1,5300601,6,,,1,5211,48100,1.1000215E13,0
1,1,5300601,6,,,1,5211,48100,1.1000215E13,0
1,1,5300501,5,,,1,1412,56011,1.1000215E13,0
1,1,5300501,5,,,1,1412,56011,1.1000215E13,0
1,1,5300401,4,,,2,3343,84016,1.1000215E13,0
1,1,5300301,3,,1,1,5414,80000,1.1000215E13,0
1,1,5300601,6,,,1,5142,96020,1.1000215E13,0
1,1,5300401,4,,,2,3253,84013,1.1000215E13,0
1,1,5300601,6,,,1,9333,49040,1.1000215E13,1
1,1,5300301,3,,2,1,2342,85012,1.1000215E13,1
2,1,5300601,6,,,1,,,1.1000215E13,1
2,1,5300301,3,,1,1,,,1.1000215E13,1
1,1,5300601,6,,,1,7112,41000,1.1000554E13,1
1,1,5300301,3,,1,1,4120,85011,1.1000554E13,0
2,1,5300601,6,,,1,,,1.1000554E13,1
1,1,5300601,6,,,1,7531,14002,1.1000554E13,0
1,1,5300501,5,,,1,5141,96090,1.1000554E13,0
1,1,5300301,3,,1,1,7514,10010,1.1000554E13,0
1,1,5300401,4,,,1,9112,84012,1.1000554E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000554E13,0
1,1,5300401,4,,2,1,4120,84011,1.1000554E13,0
1,1,5300401,4,,2,1,3343,84012,1.1000554E13,0
1,1,5300401,4,,1,1,9329,84012,1.1000554E13,0
1,1,5300401,4,,2,2,3143,42000,1.1000554E13,0
1,1,5300501,5,,,1,1412,56012,1.1001816E13,1
1,1,5300401,4,,,1,2511,84016,1.1001816E13,0
2,1,5300601,6,,,1,,,1.1001816E13,1
1,1,5300601,6,,,1,7112,41000,1.1001816E13,0
1,1,5300701,7,1,,,5223,48030,1.1001816E13,0
1,1,5300601,6,,,1,7112,41000,1.1001816E13,0
1,1,5300301,3,,1,1,4110,48071,1.1001816E13,0
1,1,5300301,3,,1,1,5223,48073,1.1001816E13,0
1,1,5300301,3,,1,1,5223,48071,1.1000128E13,0
1,1,5300401,4,,,1,2330,85013,1.1000128E13,0
1,1,5300301,3,,1,1,2265,86002,1.1000128E13,0
1,1,5300601,6,,,1,5243,48071,1.1000128E13,0
1,1,5300601,6,,,1,2611,69000,1.1000128E13,0
1,1,5300601,6,,,1,2611,69000,1.1000128E13,0
1,1,5300401,4,,,1,2330,85013,1.1000128E13,0
1,1,5300301,3,,1,2,2264,86002,1.1000128E13,0
1,1,5300301,3,,2,1,8153,14001,1.1002138E13,1
1,1,5300301,3,,1,1,8153,14001,1.1002138E13,0
2,1,5300301,3,,1,1,,,1.1002138E13,1
1,1,5300601,6,,,1,5243,56020,1.1002138E13,0
1,1,5300601,6,,,1,9313,41000,1.1002138E13,0
1,1,5300301,3,,1,1,8350,50000,1.1002138E13,0
1,1,5300601,6,,,1,5141,96020,1.1002138E13,0
1,1,5300401,4,,,1,3221,86002,1.1002138E13,0
1,1,5300401,4,,,1,3221,86002,1.1002138E13,0
1,1,5300601,6,,,1,9313,41000,1.1002138E13,0
1,1,5300101,1,,1,1,9111,97000,1.1002138E13,0
1,1,5300601,6,,,1,7112,41000,1.1002138E13,0
1,1,5300401,4,,,1,4110,84011,1.1002138E13,0
1,1,5300401,4,,,1,9112,84016,1.1002138E13,0
1,1,5300501,5,,,1,5221,96090,1.1000456E13,0
1,1,5300601,6,,,1,7231,45020,1.1000456E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000456E13,0
1,1,5300301,3,,1,2,2433,42000,1.1000536E13,0
1,1,5300401,4,,,1,4110,84013,1.1000536E13,0
1,1,5300401,4,,,1,2341,85012,1.1000536E13,0
1,1,5300401,4,,,1,4110,84013,1.1000536E13,0
1,1,5300301,3,,2,1,4224,55000,1.1000536E13,0
1,1,5300101,1,,2,1,5311,97000,1.1000536E13,0
1,1,5300301,3,,1,1,7233,20090,1.1000536E13,0
1,1,5300301,3,,1,1,2341,85012,1.1000536E13,0
1,1,5300401,4,,,1,4412,53001,1.1000536E13,0
1,1,5300401,4,,,1,7112,84013,1.1000536E13,0
1,1,5300301,3,,1,1,7323,18000,1.1000536E13,0
1,1,5300401,4,,,1,4110,84013,1.1000536E13,0
1,1,5300601,6,,,1,7522,32003,1.1000536E13,1
2,1,5300301,3,,2,1,,,1.1000536E13,1
1,1,5300301,3,,1,1,5230,82009,1.1000058E13,0
1,1,5300601,6,,,1,8322,49030,1.1000058E13,0
1,1,5300601,6,,,1,3221,87000,1.1000058E13,0
1,1,5300601,6,,,1,8322,49030,1.1000058E13,0
1,1,5300601,6,,,1,8322,49030,1.1000058E13,0
1,1,5300501,5,,,1,6121,1201,1.1000058E13,0
1,1,5300601,6,,,1,5141,96020,1.1000058E13,0
1,1,5300701,7,1,,,1219,48041,1.1000058E13,0
1,1,5300401,4,,,1,2330,85013,1.1000058E13,0
1,1,5300301,3,,1,2,2221,86002,1.1000058E13,0
1,1,5300601,6,,,1,3512,95010,1.1000058E13,0
1,1,5300401,4,,,1,2635,84013,1.1000058E13,1
2,1,5300601,6,,,1,,,1.1000058E13,1
1,1,5300601,6,,,1,7131,43000,1.1000058E13,0
1,1,5300301,3,,2,1,8322,45020,1.1000058E13,0
1,1,5300301,3,,1,1,9112,48080,1.1000647E13,0
1,1,5300301,3,,1,1,7112,41000,1.1000647E13,0
1,1,5300601,6,,,1,5212,56020,1.1000647E13,0
1,1,5300601,6,,,1,5221,48030,1.1001348E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001348E13,0
1,1,5300401,4,,,1,4110,84011,1.1001348E13,0
1,1,5300601,6,,,1,7531,95030,1.1001348E13,0
1,1,5300601,6,,,1,7112,41000,1.1001348E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001348E13,0
1,1,5300601,6,,,1,5211,48030,1.1001348E13,0
1,1,5300601,6,,,1,9520,48100,1.1001348E13,1
1,1,5300301,3,,1,1,4321,48071,1.1001348E13,0
1,1,5300301,3,,1,1,4110,85013,1.1001348E13,0
1,1,5300301,3,,1,1,4110,85013,1.1001348E13,0
2,1,5300701,7,1,,,,,1.1001348E13,1
1,1,5300401,4,,,1,3221,86002,1.1000854E13,0
1,1,5300301,3,,2,1,2433,48010,1.1000854E13,4
1,1,5300301,3,,1,1,5120,56011,1.1000854E13,1
2,1,5300301,3,,2,1,,,1.1000854E13,4
2,2,5300301,3,,1,1,,,1.1000854E13,4
2,3,5300601,6,,,3,,,1.1000854E13,4
2,4,5300301,3,,2,1,,,1.1000854E13,4
2,1,5300101,1,,2,1,,,1.1000854E13,1
1,1,5300401,4,,,1,4110,42000,1.1000854E13,0
1,1,5300301,3,,1,1,7512,48080,1.1000854E13,0
1,1,5300301,3,,1,1,1211,64000,1.1000854E13,0
1,1,5300301,3,,1,2,2341,85012,1.1000854E13,0
1,1,5300301,3,,1,2,1420,86001,1.1000854E13,0
1,1,5300501,5,,,1,5221,45020,1.1000854E13,0
1,1,5300401,4,,,1,5413,84016,1.1000647E13,0
1,1,5300601,6,,,1,0,49040,1.1001911E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001911E13,0
1,1,5300601,6,,,1,7131,43000,1.1001911E13,0
1,1,5300601,6,,,1,7112,41000,1.1001911E13,0
1,1,5300101,1,,2,1,9111,97000,1.1001911E13,0
1,1,5300601,6,,,1,9333,49040,1.1001911E13,0
1,1,5300301,3,,2,1,5132,56011,1.1001911E13,0
1,1,5300301,3,,2,1,5141,96020,1.1001911E13,0
1,1,5300301,3,,1,1,9334,48080,1.1001911E13,0
1,1,5300701,7,1,,,9313,41000,1.1001911E13,0
1,1,5300601,6,,,1,5221,48042,1.1001911E13,0
1,1,5300401,4,,,1,3142,72000,1.1001911E13,0
1,1,5300601,6,,,1,7112,41000,1.1001911E13,0
1,1,5300401,4,,,1,5153,86001,1.1001911E13,0
1,1,5300601,6,,,1,7112,41000,1.1002247E13,0
1,1,5300601,6,,,1,5243,48042,1.1002247E13,0
1,1,5300601,6,,,1,5132,56011,1.1002247E13,1
2,1,5300601,6,,,1,,,1.1002247E13,1
1,1,5300601,6,,,1,7311,95030,1.1002247E13,0
1,1,5300601,6,,,1,7311,95030,1.1002247E13,0
1,1,5300401,4,,,1,4110,84013,1.1002247E13,0
1,1,5300601,6,,,1,9520,48100,1.1002247E13,0
1,1,5300401,4,,2,1,3112,84013,1.1002247E13,0
1,1,5300101,1,,2,1,9111,97000,1.1002247E13,0
1,1,5300601,6,,,1,7112,41000,1.1002247E13,0
1,1,5300301,3,,1,1,8153,48042,1.1002247E13,0
1,1,5300601,6,,,1,5243,48100,1.1002247E13,1
1,1,5300401,4,,1,1,5329,86001,1.1002247E13,0
1,1,5300101,1,,2,1,5311,97000,1.1002247E13,0
2,1,5300101,1,,2,1,,,1.1002247E13,1
1,1,5300601,6,,,1,7112,41000,1.1002247E13,0
1,1,5300301,3,,2,1,9412,56011,1.1002247E13,0
1,1,5300401,4,,,2,9112,85012,1.1002247E13,0
1,1,5300401,4,,1,2,1219,84012,1.1002247E13,0
1,1,5300301,3,,1,1,8183,82009,1.1002247E13,0
1,1,5300401,4,,,1,2351,85012,1.1000806E13,0
1,1,5300601,6,,,1,7231,45020,1.1000806E13,0
1,1,5300601,6,,,1,5221,48030,1.1000806E13,0
1,1,5300101,1,,2,1,9111,97000,1.1000806E13,0
